;user_id;file_name;reasons;emotions;strengths;utilization;story
796;58b7ee1105b8c53574a7aaa8;kinder-pixabay-2_junge_blau.jpg;Freude haben und begeistert sein von etwas, lachen, aufgestellt und motiviert. Sich anstecken lassen.;Wertschätzung, Freude ausdrucken, wohlgesinnt sein, lernwillig, eifrig, motiviert, Zugehörigkeit;Die Freude am Leben, Menschen eine Freude bereiten, einander im Lächeln und im Wohlgesinnt sein begegnen, Humor, Leichtigkeit suchen und mich anstecken lassen vom Positiven. Voneinander lernen, einander ein Vorbild sein, Aufmerksamkeit und Teilnahme, Motivation und Begeisterung für etwas, mit dem Herzen dabei sein, auf Resonanz stossen. Da will ich hin. ;Achtsam sein, wo ich Freude empfinde und dieser Freude nachgehen. Meine positiven Empfindungen als Richtungsweiser nehmen und mit dem Verstand überlegen, wie ich meinen beruflichen Werdegang weiter planen kann. Wo entsteht Resonanz? Mir meine wahren Vorbilder suchen und von ihnen lernen. ;Die Schüler/Innen haben einen gemeinsamen Anlass und hören/schauen sich eine Präsentation an. Der Junge in der Mitte ist fasziniert, begeistert und angesprochen von der Präsentation. Er drückt seine Freude mit einem strahlenden Gesicht aus und ist voller Aufmerksamkeit mit dabei. Es sind Kinder, die in der Schule sind, alle gehen in die gleiche Schule, tragen die selbe Uniform. Von allen Kindern zeigt nur der Junge in der Mitte Freude und Begeisterung, alle anderen lachen nicht. Ich weiss nicht, ob sie überhaupt interessiert sind. Es kommt mir vor, als würden sie bald das Interesse verlieren und nach Hause gehen wollen oder sie haben Hunger und möchten Essen.  Die Kinder haben vorher ganz normalen Unterricht besucht, der geregelte Tagesablauf im Klassenzimmer, wie immer. Das aber ist speziell und man hat sich viel erhofft. Werden die Hoffnungen enttäuscht? Die Kinder sind aufmerksam, die Präsentation spricht nicht alle gleich an. Als Nächstes verlassen die Kinder in Gruppen den jetzigen Ort und tauschen sich aus. Die meisten sind nicht sonderlich begeistert oder interessiert von der Präsentation, aber einer war leidenschaftlich mit dabei und möchte seine Freude, seine Begeisterung mit anderen teilen. Ob er wohl auf Resonanz stösst?
797;5dd2aa649fdb0542bf2faaba;landschaft-mv-03_14_Mitternachtssonne_Ausblick.jpg;"Freiheit, Wärme, Bunte Farben, ""Durchatmen""";glücklich, entspannt, Freude, Energie, Wehmut, Nachdenklichkeit;Beständigkeit, Weitsicht, Kreativität, Vielfalt, Energie, Anstrengung, Belohnung;sich zurücknehmen und in Ruhe Gedanken machen, welcher Schritt als nächstes geplant wird. Das eigene Denken und Handeln kanalisieren und reflektieren.;"Nach vier Stunden Aufstieg haben wir es geschafft: Wir haben das Plateau gerade noch rechtzeitig erreicht um den atemberaubenden, sonnenunterganggefärbten Ausblick zu geniessen. Die letzten Sonnenstrahlen wärmen unser müdes, aber glückliches Gesicht. Wir fallen uns in die Arme und springen in die Luft. Die schweren Rucksäcke lassen wir von unseren Schultern gleiten und lassen sie inmitten des roten Staubes liegen. Danach setzen wir uns nebeneinander auf einen Stein, Arm in Arm. Sprechen tun wir nicht. Unser Blick gleitet entlang den Bergspitzen, hinab auf die tiefer gelegenen bauschigen Wolken hinzu bis zu dem rotgoldfarbenen Ballen, welcher nach und nach am Horizont verschwindet. Nach einem Weilchen zieht ein frischer Meereswind über die Plateauspitze, welcher uns etwas frösteln lässt. ""Lass uns das Zelt auspacken und die Feuerstelle einrichten. Hier lässt es sich für eine weitere Nacht aushalten."""
798;5583e5137a68616fe900000e;fortbewegung-pixabay-xd04_team.jpg;;;;;
799;5dd2d6869fdb0542bf2fae26;tiere-pixabay-5_hund_schulter.jpg;Härzig;Glück;Der welpe;Um mich zu erinern;Ich sehe auf diesem Bild ein welpe oder ein junghund und ich denke sie haben ihn gerade erst bekommen  Der hund siet glücklich aus und der junge auch auch wenn man sein gesicht nicht wirklich sieht ich finde das bild auch schön wegen der sonne die durch scheint und es erinnert mich daran das wir auch vor zwei Jahren einen Welpen gekauft haben  Es ist sowas wie eine rinerung
800;5dd2cfba9fdb0542bf2fad2e;tiere-pixabay-3_eule.jpg;Weisheit, Leben, Überdauern - Beständigkeit.;Ich fühle mich kraftvoll uns stark. Unverwundbar, unbesiegbar.;Gottvertrauen - Glauben, Hoffnung, Liebe.;Ich stell mir vor, wie ich meine Flügel spanne und in die Dunkelheit hineingleite, im Wissen, dass es Licht wird, wo ich bin.;Die Stärke, die mir innewohnt, heisst Weisheit. Sie ist verwurzelt und gegründet in der Liebe. Darum fürchte ich mich vor nichts. Wenn die Erde bebt, erhebe ich mich in die Lüfte. Meine Jungen habe ich das fliegen gelehrt, nachdem ich sie grossgezogen habe. Deshalb sind sie genau so furchtlos und stark wie ich. Wenn die Erde bebt, erhebe ich mich in die Lüfte und weiss, auch meine geliebten fliegen. Wir erheben uns und machen diese Welt zu einem besseren Ort. Unsere Ideen verändern die Welt, unsere Tatkraft ist unermüdlich. Wir sind die Kinder der Weisheit unsere Stärke ist die Liebe.
801;5dd3bef09fdb054029da0b22;fortbewegung-pixabay-pf02_cowboy.jpg;Freiheit;Ausgeglichenheit - Verbundenheit zum Tier - Unabhängigkeit;Stärke der Verbundenheit von Mensch und Tiert;;"Ich reite im Sonnenuntergang nach einem langen Tag (Kühe zusammentreiben) zur Ranch zurück - ich fühle mich entspannt und glücklich und genieße die Ruhe und Freiheit und ein Gefühl des ""ich habe etwas geschafft"" "
802;5dcfcbdf9fdb057acdfbd1ee;fortbewegung-pixabay-wa02_sailboat.jpg;Calmness, action,good food,friends,sea;Joy,enthusiasm, excitment, impatience;Dont know;Dont know;Summer 2020. Sailing with friends around the greek islands. After years of planning buying our own sailboat finally we did it. Our trip started from Pireaus and we are moving towards Sifnos. We are planing to sail for 10 days around and stop over to different islands. Having fun with good friends,planning our daily route,fishing and eating fresh fishes,enjoying good wine and making memories.
803;5da7468d9fdb054b306ebf22;landschaft-pixabay-4_park_bank.jpg;So friedlich, so schön, ein Traumtag.;Ruhe und Entspannung;Ich wandere gerne an solche Orte, weil sie strahlen eine Ruhe aus.;Diese Orte geben mir Kraft für den Arbeitsalltag, es muss nicht immer der Berg sein. ;Ich wandere gerade mit dem Naturfreunde Verein an der Aare entlang. Da jetzt ein Stundenhalt erforderlich ist, halten wir hier für 15 Minuten und machen einen kleinen Imbisshalt, mit Essen und Trinken. Die Mittagspause machen wir dann an einem anderen Platz, wo dann alle sitzen können. Heute sind wieder ältere Kollegen dabei, die sich gerne auf die Bank setzen. Es ist heute wieder ein Traumtag zum Wandern. Wie alles grün wird und das Wasser von der Aare, es ist wunderschön. Wie ich auf der Homepage geschrieben habe, Abstand vom Alltag. Ich kann hier beim Wandern den Kopf vom Arbeitsalltag durchlüften.
804;5583e8897a68616fe900ac8b;kinder-pixabay-6_junge_ballon.jpg;Der Moment, bevor man eine Flammea in den Himmel steigen hat etwas Magisches und Kraftvolles. Der Junge entscheidet, wann er die Flammea steigen lässt, nämlich dann, wenn er merkt, dass der Auftrieb genug stark ist. Er braucht dafür viel Gespür. Die Flammea ist im Himmel in guter Gesellschaft. Es ist ein Moment des Aufbruchs. Der Freude. Der Spannung. Aber auch der Ruhe & Einigkeit.;"Gefühle der Zuversicht, freudigen Erwartung auf das was kommt, Aufbruchstimmung, Perspektive, Balance (""stimmig""), Wärme.";"Das innere Feuer für Themen spüre ich gut und ich kann entscheiden, wann ich welchen ""Ballon"" fliegen lasse. Ich tue dies in Ruhe und Klarheit. Und in Begleitung von Weggefährten. Ich lasse den Ballon mutig los und beobachte, was passiert. Ich vertraue auch mich.";"Ich stehe an einem entscheidenden Wegkreuz und spüre, wo mein Weg hingeht. Das Bildes motiviert mich, den Weg des ""inneren Feuers"" weiter zu gehen - in Ruhe und Klarheit. ";Im Rahmen eines Dorffestes zum Beginn des Herbstes werden zum Sonnenuntergang Flammeas in den Himmel gelassen begleitet von einem guten Wunsch und mit dem Ziel den Himmel in der kommenden Winterzeit zu erhellen. Die Stimmung ist magisch. Alle Kinder, die in diesem Jahr 10 werden, dürfen eine Flammea steigen lassen. Alle Anwesenden staunen und geniessen den Moment, wo eine Flammea nach der anderen in den Himmel fliegt. Es entsteht ein Kunstwerk am Himmel - all' die Lichter und dann noch Vögel, die sich neugierig dazugesellen... Die Stimmung ist andächtig, freudig, still und auch gespannt. Wie weit fliegen die Flammeas wohl? Und wohin? Der Brauch will es so, dass alle so lange den Flammeas nachschauen, bis sie von blossem Auge nicht mehr sichtbar sind. Dann wird ein grosses Feuer entzündet, um das Licht auch auf der Erde zu halten. 
805;5dd5794d9fdb0550ead3853f;landschaft-pixabay-3_sonnenaufgang.jpg;Hat sehr grosse Ähnlichkeit mit Situationen auf der Jagd oder mit erlebnissen von Reisen;Glück, Ruhe, Gelassenheit;Die Erinnerung an Ähnlichkeit Situationen;Sehr begrenzt und punktuell (1x im Jahr);Ein Mann geniesst die aufgehende Sonne. Er ist in der Dämmerung und in der morgendlichen Kälte einen Berg hinauf gelaufen. Während er lief, spürte er die Ruhe der Natur und hörte allerlei Geräusche, die man sonst nicht hört. Die aufgehende Sonne spendet Energie und gibt dem abgekühlten Körper und der Seele eine wohltuende Wärme. Der Mann tankt Energie und geniesst den Ausblick. Er ist dankbar, solche Momente erleben zu können. Wenn der Zauber des Sonnenaufgangs vorbei ist, wird er glücklich und mit einer weiteren schönen Erinnerung den Weg zurück antreten.
806;5dd57c769fdb0550ead38642;landschaft-pixabay-4_park_bank.jpg;Ruhe, frische Luft, das leise plätschern des Wassers, der Wind und das rascheln der Blätter der Bäume;Eine angenehme Ruhe und Zufriedenheit, gute Erinnerung an den See in Lausanne und den Fahrradweg dort;die Natur und das Wasser welche mir Ruhe schenken und das Gefühl, dass sich alles fügen wird  Es erinnert mich an den See in Lausanne und den Fuss- und Fahrradweg dort, welchen ich oft entlang spaziert bin um nachzudenken oder mit Leuten zu reden und dem Alltag etwas zu entfliehen.;Im Moment habe ich viel Stress wegen meiner bevorstehenden Matura und der Entscheidung wo und was ich studieren möchte. Wasser (also Gewässer wie Seen, Flüsse usw.) hatte schon immer eine beruhigende und angenehme Wirkung auf mich. Diese Wirkung/Ressource kann ich nutzen, um dem momentanen Stress entgegenzuwirken und mir über wichtige Dinge klar zu werden.;Die Bank ———— Hanna nähert sich einer Bank, ihrer Bank. Auf dieser Bank kann sie immer der Realität für ein paar Momente entfliehen. Und gerade heute hat sie es nötig. Ein stressiges Meeting nach dem anderen und dann noch ein paar Stunden das neue Programm programmiert. Ja, heute war ein anstrengender Tag. Umso schöner ist es, dass sie nun ein paar Minuten zur Ruhe kommen kann auf ihrer Lieblingsbank. Sie setzt sich hin und lässt kurz mit geschlossenen Augen den Tag nochmal Revue passieren. Um 8.30 Uhr fand das erste Teammeeting statt. Die neuen Aufträge wurden besprochen und aufgeteilt. Hanna führte das Meeting und alle waren sehr aktiv und motiviert dabei. Dann fanden noch zwei One-on-one Meetings statt, mit den Neuzugängen zum Team. Die beiden haben sich gut eingelebt.  Dann ging es ran an die Arbeit und Weiterentwicklung des Programms. Später noch schnell eine kleine Runde im Fitnessstudio gedreht und jetzt sitzt sie hier. „Hallo Schatz!“, hört Hanna die vertraute Stimme von Max. Sie öffnet ihre Augen und da steht er und lächelt sie an. „Hallo. Na, wie war dein Tag?“ — „Ganz gut, viel zu tun im Labor aber wir sind super vorangekommen! Und bei dir?“ — „Stressig, aber wie immer sehr spannend und abwechslungsreich.“ Die beiden bleiben noch eine Weile sitzen, reden über ihren Tag und planen was sie am Wochenende unternehmen wollen. Sie geniessen die Ruhe und die schöne Aussicht auf den Fluss. Nur wenige Leute spazieren hin und wieder an ihnen vorbei.  Nach einer Stunde stehen sie auf und schlendern gemütlich Richtung nach Hause.  Langsam geht die Sonne unter und um die Bank herum wird es dunkel und still. Aber morgen wird Hanna wieder dort sitzen, über die Zukunft und die Vergangenheit nachdenken und auf ihren Partner warten, um mit ihm die Ruhe auf der Bank zu geniessen.   Ende
807;5908b99405b8c516d632c0e0;landschaft-pixabay-5_steinbruecke.jpg;Natur, Geruch, Wald, Wasser plätschert, so schön!;Begeisterung, Demut, Gelassenheit, Glück, Staunen, Freude;Bewegung, Fluss, Kraft, Stärke der Natur, Beständigkeit, unaufhörlich, das fliessende Wasser, die Farben;Es widerspiegelt meine Einstellung, mein Leben und meine Werte. Es gibt mir Kraft und beruhigt. ;Ich fotografiere auf einer Wanderung diesen schönen Ort. Es ist angenehm kühl, ich höre das plätschern des Wassers, ich greife ins Wasser, es riecht nach Moos und Wald. Die Vögel zwitschern und der Wind bewegt das Laub an den Bäumen. Ich bin nicht alleine, wir verbleiben an diesem Ort und geniessen es mit allen Sinnen. Es war eine angenehme Wanderung bis hierher, das Essen im Rucksack und dieser Ort stellte das Ziel für eine Rast dar. Nach der Mittagspause geht die Wanderung weiter, denn der Tag ist noch lange. Danach bin erholt und entspannt.
808;577b72ee9f168a4e3b4d6b72;nahrungsmittel-pixabay-08_trauben_blau.jpg;die Fülle des Lebens in den Händen halten, etwas weitergeben, Ernte von reifen Früchten;Zuwendung, ein Geschenk erhalten, die Fülle des Lebens realisieren, löst Zuversicht aus, berührt mich, gibt mir Vertrauen;alles ist in mir, die Fülle der Fähigkeiten erkennen und entdecken, sie nutzen, weitergeben;für neue Projekte bei der Arbeit (z.B. neues Seminar..), Zuversicht bei gesundheitlichem Thema, das derzeit aktuell ist,  Thema Selbstwert, Selbstvertrauen;"Die Trauben sind geernet, reif, prall, voller Saft und werden übergeben. Die Übergabe ist eher symbolisch zu sehen. Es geht nicht darum, Obst mit einem Marktwert zu verkaufen, sondern ich erhalte eine Handvoll reife Trauben, die die Fülle des Lebens symbolisieren und die Fülle die in mir steckt.   Die Trauben wurden von dem Mann zuvor geernet. Es ist nicht sein eigener Weinberg, sondern er ist einfacher Arbeiter, ist ein sehr einfacher Mann, der ein sehr bescheidenes, aber glückliches Leben führt. Da die Wetterbedingungen sehr gut waren, ist die Ernte dieses Jahr üppiger als üblich ausgefallen. Ich war zufällig in der Nähe des Weinbergs spazieren und er kam mit einer Handvoll Trauben auf mich zu und meinte ""Nimm, es gibt mehr als genug"". Und er drückt mit die übervolle Hand mit Trauben in meine Hände.  Es liegt nun an mir, das ""Ernte-Geschenk"" anzunehmen und etwas darauf zu machen. Ich könnte Wein daraus machen, die Trauben in einem speziellen Fass lagern, vergären lassen, den Prozess irgendwann zur richtigen Zeit stoppen und wenn es soweit ist, den Wein abzufüllen, zu geniessen oder weiter zu verschenken. ...oder ich kann die reifen Trauben auch einfach geniessen. Vielleicht direkt beim spazieren oder bei der nächsten Rast. Oder mit nach Hause nehmen und zu Hause mit anderen Früchten oder mit Yoghurt verfeinern und geniessen. Meine Entscheidung!"
809;5dd807259fdb0530dbff3c71;landschaft-pixabay-3_sonnenaufgang.jpg;Magische Stimmung, für mich sein, mit der Natur verbunden;Das Herz wird warm, die Stimmung inspiriert mich zur Reflexion aber auch zum Annehmen was kommt;Sich in die Stille getrauen, mit der Natur verbunden sein, unterwegs sein, eindrückliche Momente in der Natur geniessen und erleben;Mir mehr Zeit nehmen für eine Auszeit, bewusster den Tag erleben, die Natur bewusster erleben und entdecken, die Stille aushalten;Nach steilem Aufstieg und langem Marsch bin ich endlich angekommen. Um mich herum ist es absolut still, ich höre keinen Menschen, kein Geräusch mehr. Ich lasse den ganzen Tag mit all seinen Eindrücken mir nochmals durch den Kopf gehen. Der Augenblick der untergehenden Sonne ist magisch. Die letzten Sonnenstrahlen erwärmen ein letztes Mal mein Gesicht und ich geniesse das Ende dieses Tages. Morgen geht die Sonne wieder auf und es wartet ein neuer Tag mit vielen Abenteuer auf mich. Der Weg wird weitergehen bis hinter die weitesten Hügel und Berge. Was erwartet mich dort? Ich bin gespannt auf all die neuen Geschichten und Begegnungen, die entstehen werden.
810;5dd842399fdb0530dbff3e47;fortbewegung-pixabay-au05_vwbus.jpg;Surfing. Going to the beach. Meeting new people. Playing some music. ;Excitement. Holidays. Ready for adventure. ;The sea looks beautiful, and so do the trees. I love these vans, and I find that they always inspire adventure for me. The things inside the van inspire me to believe that the person who owns the van is involved in some way with the community in some way. Maybe they are chairs or tables, but it seems that they are for something. It looks like it's going to be fun, whatever it is.;Everything in this photo is bascially the related imagery for my favourite thing in life - playing guitar. This is the scene that I want to create with my playing and my teaching. I want people to locate their own sense of paradise and use it bring out a sense of paradise in their own playing, and in their own experience of music.;"After a long plane journey from Zurich, Switzerland, we finally touched down in Rio De Janeiro. The smells, the vibe, the movement, the faces - it was all so alive! We - Pascal, Katya, and me - were met by our friend Paola, whom Pascal had known from his time living in Brazil. She had come to Switzerland to visit a few times before, and we had all become friends, but now here we were: in Brazil, and ready to go surfing!  We greeted each other warmly, and I was really excited, yet a little bit nervous. I had never been to Brazil, and I had never gone surfing in such an exotic location. Thoughts of sharks, jellyfish, coral, big waves and beautiful women all filled my mind at the same time. Before I knew it though, we were all laughing and joking in the back of Paola's camper van making our way down the coast. It was a long drive, and we had many stops along the way. From Santa Teresa to Gloria. From Gloria to Botafogo. From Botafogo to Copacobana. From Copacobana to Ipanema. That was enough driving! This was our destination, and it was everything I dreamed it would be. Big beaches and big waves!  The only thing we had to do now was rent boards. There were quite a few rental places, all along the beach front, all competing with each other I assumed.  The one we settled on was more like a restaurant cmobined with a board rental place - I suppose it just looked like an approachable place, where they would be more likely to speak English. (We had Paola with us, but we didn't want to put too much pressure on her. When we got there, there was an argument going on between the who looked to be the manager and a tourist. They fighting over a deck chair....  ""That's our deck chair! Put it down!""  ""No, it's our deck chair we brought it with us on holidays, like we do every year!""  ""Look we can't argue all day about it. Any more of this and I will call the police!""  ""Fine, call them! We'll be on the beach, enjoying our the sun!""  With that, the tourist, pushed the owner aside, and walked down the steps to the beach.  ""Hey! Douglas!"", called Paola. We walked up the steps the platform. And the owner greeted Paola. ""Hola, Paola"" Thus followed a lot of beautiful chocolatey sounding Brazilian Portuguese that none of us understood. It seemed that they had quickly come to some sort of conclusion though..  Paola turned around to me and said, ""We're gathering up all his deck chairs and storing them in the back of the van, for safe-keeping""  The owner shook me by the hand and said, ""My name is Douglas! Welcome to Brazil!"" We all laughed loudly, while the beach got on with it's business and the waves crashed in the distance."
